31094,33.125455,-82.803899,GA,,,WARTHEN,WASHINGTON
31095,32.62087,-83.60038,GA,,,WARNER ROBINS,HOUSTON
31096,32.721866,-82.726206,GA,,,WRIGHTSVILLE,JOHNSON
31097,32.915592,-84.159253,GA,,,YATESVILLE,UPSON
31098,32.60958,-83.58775,GA,,,WARNER ROBINS,HOUSTON
31099,32.6214,-83.60027,GA,,,WARNER ROBINS,HOUSTON
31106,33.749479,-84.388086,GA,,,ATLANTA,FULTON
31107,33.749119,-84.388656,GA,,,ATLANTA,FULTON
31119,33.8571,-84.3462,GA,,,ATLANTA,DEKALB
31120,33.7844,-84.3828,GA,,,ATLANTA,DEKALB
31126,33.8473,-84.3606,GA,,,ATLANTA,FULTON
31131,33.6927,-84.5109,GA,,,ATLANTA,FULTON
31136,33.6619,-84.6288,GA,,,ATLANTA,FULTON
31139,33.8705,-84.4611,GA,,,ATLANTA,FULTON
31141,33.8872,-84.2897,GA,,,ATLANTA,DEKALB
31145,33.8491,-84.2835,GA,,,ATLANTA,DEKALB
31146,33.9246,-84.3381,GA,,,ATLANTA,DEKALB
31150,33.9861,-84.3439,GA,,,ATLANTA,FULTON
31156,33.9605,-84.3659,GA,,,ATLANTA,FULTON
31191,33.7917,-84.4476,GA,,,ATLANTA,FULTON
31192,33.6222,-84.53,GA,,,ATLANTA,FULTON
31193,33.6605,-84.3858,GA,,,ATLANTA,FULTON
31195,33.748909,-84.388426,GA,,,ATLANTA,FULTON
31196,33.749059,-84.388416,GA,,,ATLANTA,FULTON
31197,33.749379,-84.388166,GA,,,ATLANTA,FULTON
31198,33.749439,-84.388096,GA,,,ATLANTA,FULTON
31199,33.749359,-84.388656,GA,,,ATLANTA,FULTON
31201,32.84386,-83.598686,GA,,,MACON,BIBB
31202,32.84086,-83.6327,GA,,,MACON,BIBB
31203,32.84057,-83.63252,GA,,,MACON,BIBB
31204,32.842393,-83.676634,GA,,,MACON,BIBB
31205,32.7501,-83.658,GA,,,MACON,BIBB
31206,32.780758,-83.682303,GA,,,MACON,BIBB
31207,32.8297,-83.651,GA,,,MACON,BIBB
31208,32.777594,-83.754934,GA,,,MACON,BIBB
31209,32.84073,-83.63296,GA,,,MACON,BIBB
31210,32.892565,-83.745537,GA,,,MACON,BIBB
31211,32.886905,-83.602062,GA,,,MACON,BIBB
31212,32.7509,-83.6772,GA,,,MACON,BIBB
31213,32.839748,-83.638642,GA,,,MACON,BIBB
31216,32.7333,-83.6904,GA,,,MACON,BIBB
31217,32.8389,-83.5538,GA,,,MACON,BIBB
31220,32.8626,-83.7903,GA,,,MACON,BIBB
31221,32.88,-83.821,GA,,,MACON,BIBB
31294,32.84086,-83.63275,GA,,,MACON,BIBB
31295,32.840556,-83.6325,GA,,,MACON,BIBB
31296,32.81069,-83.5692,GA,,,MACON,BIBB
31297,32.7032,-83.65,GA,,,MACON,BIBB
31301,31.774059,-81.618577,GA,,,ALLENHURST,LIBERTY
31302,32.117654,-81.308465,GA,,,BLOOMINGDALE,CHATHAM
31303,32.512646,-81.30857,GA,,,CLYO,EFFINGHAM
31304,31.49675,-81.389219,GA,,,CRESCENT,MCINTOSH
31305,31.382574,-81.431175,GA,,,DARIEN,MCINTOSH
31307,32.173611,-81.390833,GA,,,EDEN,EFFINGHAM
31308,32.127304,-81.498302,GA,,,ELLABELL,BRYAN
31309,31.864477,-81.423165,GA,,,FLEMING,LIBERTY
31310,31.8488,-81.5971,GA,,,HINESVILLE,LIBERTY
31312,32.31399,-81.389593,GA,,,GUYTON,EFFINGHAM
31313,31.851296,-81.607214,GA,,,HINESVILLE,LIBERTY
31314,31.979085,-81.440489,GA,,,FORT STEWART,LIBERTY
31315,31.8823,-81.603,GA,,,FORT STEWART,LIBERTY
31316,31.770477,-81.745315,GA,,,LUDOWICI,LONG
31318,32.143056,-81.378056,GA,,,MELDRIM,EFFINGHAM
31319,31.411068,-81.423915,GA,,,MERIDIAN,MCINTOSH
31320,31.801803,-81.390897,GA,,,MIDWAY,LIBERTY
31321,32.157088,-81.553341,GA,,,PEMBROKE,BRYAN
31322,32.114931,-81.251958,GA,,,POOLER,CHATHAM
31323,31.735696,-81.467134,GA,,,RICEBORO,LIBERTY
31324,31.896152,-81.294026,GA,,,RICHMOND HILL,BRYAN
31326,32.235632,-81.287777,GA,,,RINCON,EFFINGHAM
31327,31.421948,-81.267933,GA,,,SAPELO ISLAND,MCINTOSH
31328,32.006797,-80.850938,GA,,,TYBEE ISLAND,CHATHAM
31329,32.4121,-81.326435,GA,,,SPRINGFIELD,EFFINGHAM
31331,31.567339,-81.418204,GA,,,TOWNSEND,MCINTOSH
31333,31.773889,-81.632778,GA,,,WALTHOURVILLE,LIBERTY
31401,32.067631,-81.102394,GA,,,SAVANNAH,CHATHAM
31402,32.0828,-81.0992,GA,,,SAVANNAH,CHATHAM
31403,32.0454,-81.1094,GA,,,SAVANNAH,CHATHAM
31404,32.044178,-81.068704,GA,,,SAVANNAH,CHATHAM
31405,32.039119,-81.124192,GA,,,SAVANNAH,CHATHAM
31406,31.988993,-81.097893,GA,,,SAVANNAH,CHATHAM
31407,32.148075,-81.162891,GA,,,SAVANNAH,CHATHAM
31408,32.109245,-81.168181,GA,,,SAVANNAH,CHATHAM
31409,32.002104,-81.158371,GA,,,SAVANNAH,CHATHAM
31410,32.016188,-80.983859,GA,,,SAVANNAH,CHATHAM
31411,31.926801,-81.038074,GA,,,SAVANNAH,CHATHAM
31412,32.0771,-81.0927,GA,,,SAVANNAH,CHATHAM
31414,32.0436,-81.0639,GA,,,SAVANNAH,CHATHAM
31415,32.0768,-81.1193,GA,,,SAVANNAH,CHATHAM
31416,32.005,-81.0957,GA,,,SAVANNAH,CHATHAM
31418,32.1137,-81.1642,GA,,,SAVANNAH,CHATHAM
31419,31.985149,-81.177387,GA,,,SAVANNAH,CHATHAM
31420,32.0722,-81.1102,GA,,,SAVANNAH,CHATHAM
31421,32.0873,-81.0856,GA,,,SAVANNAH,CHATHAM
31501,31.219686,-82.364512,GA,,,WAYCROSS,WARE
31502,31.213,-82.3611,GA,,,WAYCROSS,WARE
31503,31.1995,-82.3787,GA,,,WAYCROSS,WARE
31510,31.546525,-82.4633,GA,,,ALMA,BACON
31512,31.536712,-82.997637,GA,,,AMBROSE,COFFEE
31513,31.783663,-82.348643,GA,,,BAXLEY,APPLING
31515,31.778056,-82.348611,GA,,,BAXLEY,APPLING
31516,31.293063,-82.261708,GA,,,BLACKSHEAR,PIERCE
31518,31.40278,-82.249594,GA,,,BRISTOL,PIERCE
31519,31.648426,-82.904954,GA,,,BROXTON,COFFEE
31520,31.169652,-81.493045,GA,,,BRUNSWICK,GLYNN
31521,31.1497,-81.4916,GA,,,BRUNSWICK,GLYNN
31522,31.16916,-81.382421,GA,,,SAINT SIMONS ISLAND,GLYNN
31523,31.2048,-81.604,GA,,,BRUNSWICK,GLYNN
31524,31.3085,-81.5191,GA,,,BRUNSWICK,GLYNN
31525,31.230411,-81.511365,GA,,,BRUNSWICK,GLYNN
31527,31.074049,-81.41281,GA,,,JEKYLL ISLAND,GLYNN
31532,31.745842,-82.720146,GA,,,DENTON,JEFF DAVIS
31533,31.497287,-82.846468,GA,,,DOUGLAS,COFFEE
31534,31.5088,-82.8462,GA,,,DOUGLAS,COFFEE
31535,31.468,-82.865,GA,,,DOUGLAS,COFFEE
31537,30.850838,-82.011617,GA,,,FOLKSTON,CHARLTON
31539,31.860569,-82.590947,GA,,,HAZLEHURST,JEFF DAVIS
31542,31.183777,-82.183847,GA,,,HOBOKEN,BRANTLEY
31543,31.319949,-81.959561,GA,,,HORTENSE,BRANTLEY
31544,31.848079,-82.975003,GA,,,JACKSONVILLE,TELFAIR
31545,31.604326,-81.88706,GA,,,JESUP,WAYNE
31546,31.5395,-81.8225,GA,,,JESUP,WAYNE
31547,30.791667,-81.496944,GA,,,KINGS BAY,CAMDEN
31548,30.797681,-81.707483,GA,,,KINGSLAND,CAMDEN
31549,31.925124,-82.707312,GA,,,LUMBER CITY,TELFAIR
31550,31.108829,-82.574173,GA,,,MANOR,WARE
31551,31.478279,-82.216995,GA,,,MERSHON,PIERCE
31552,31.250566,-82.644148,GA,,,MILLWOOD,WARE
31553,31.182652,-81.972212,GA,,,NAHUNTA,BRANTLEY
31554,31.449812,-82.603207,GA,,,NICHOLLS,COFFEE
31555,31.699916,-81.994301,GA,,,ODUM,WAYNE
31556,31.409444,-82.111944,GA,,,OFFERMAN,PIERCE
31557,31.390338,-82.127444,GA,,,PATTERSON,PIERCE
31558,30.773467,-81.565211,GA,,,SAINT MARYS,CAMDEN
31560,31.516846,-82.039742,GA,,,SCREVEN,WAYNE
31561,31.1953,-81.3366,GA,,,SEA ISLAND,GLYNN
31562,30.520833,-82.037778,GA,,,SAINT GEORGE,CHARLTON
31563,31.648931,-82.198218,GA,,,SURRENCY,APPLING
