783384,26.3333,90.6667,Assam,state,ABHAYAPURI,26 20 00 N,090 40 00 E
152116,30.1833,74.2333,Punjab,state,ABOHAR,30 11 00 N,074 14 00 E
307026,24.5,72.9833,Rajasthan,state,ABU ROAD,24 30 00 N,072 59 00 E
477433,21.3167,77.5,Maharashtra,state,ACHALPUR,21 19 00 N,077 30 00 E
192201,33.6833,75.2333,Jammu and Kashmir,state,ACHHIBAL,33 41 00 N,075 14 00 E
283101,27.1667,77.75,Uttar Pradesh,state,ACHHNERA,27 10 00 N,077 45 00 E
812001,31.4333,75.7167,Punjab,state,ADAMPUR,31 26 00 N,075 43 00 E
504001,19.6667,78.5167,Andhra Pradesh,state,ADILABAD,19 40 00 N,078 31 00 E
518301,15.6333,77.2667,Andhra Pradesh,state,ADONI,15 38 00 N,077 16 00 E
723121,23.5167,86.7167,West Bengal,state,ADRA,23 31 00 N,086 43 00 E
246722,29.4,78.6833,Uttar Pradesh,state,AFZALGARH,29 24 00 N,078 41 00 E
465441,23.7333,76.0167,Madhya Pradesh,state,AGAR,23 44 00 N,076 01 00 E
799001,23.8167,91.25,Tripura,state,AGARTALA,23 49 00 N,091 15 00 E
783120,26.0833,90.55,Assam,state,AGIA,26 05 00 N,090 33 00 E
282001,27.15,78,Uttar Pradesh,state,AGRA,27 09 00 N,078 00 00 E
125047,29.3333,75.6333,Haryana,state,AGROHA,29 20 00 N,075 38 00 E
380001,23.05,72.6667,Gujarat,state,AHMADABAD,23 03 00 N,072 40 00 E
148021,28.25,78.1167,Punjab,state,AHMADGARH,28 15 00 N,078 07 00 E
414001,19.1333,74.8,Maharashtra,state,AHMADNAGAR,19 08 00 N,074 48 00 E
848507,23.5167,77.2167,Madhya Pradesh,state,AHMADPUR,23 31 00 N,077 13 00 E
731201,23.8333,87.6833,West Bengal,state,AHMADPUR,23 50 00 N,087 41 00 E
231301,25.0167,83.0333,Uttar Pradesh,state,AHRAURA,25 01 00 N,083 02 00 E
796001,23.75,92.75,Mizoram,union territory,AIZAWL,23 45 00 N,092 45 00 E
431117,20.5,75.8,Maharashtra,state,AJANTA,20 30 00 N,075 48 00 E
305001,26.4833,74.6667,Rajasthan,state,AJMER,26 29 00 N,074 40 00 E
143102,31.8333,74.8,Punjab,state,AJNALA,31 50 00 N,074 48 00 E
413216,17.5167,76.2333,Maharashtra,state,AKALKOT,17 31 00 N,076 14 00 E
495552,22.0167,82.4333,Madhya Pradesh,state,AKALTARA,22 01 00 N,082 26 00 E
301031,24.65,83.9833,Bihar,state,AKBARPUR,24 39 00 N,083 59 00 E
224122,26.4167,82.5333,Uttar Pradesh,state,AKBARPUR,26 25 00 N,082 32 00 E
181201,32.8833,74.7667,Jammu and Kashmir,state,AKHNUR,32 53 00 N,074 46 00 E
465223,23.3333,76.6333,Madhya Pradesh,state,AKODIA,23 20 00 N,076 38 00 E
444001,20.6667,77.0833,Maharashtra,state,AKOLA,20 40 00 N,077 05 00 E
444101,21.1,77.1333,Maharashtra,state,AKOT,21 06 00 N,077 08 00 E
400101,19.0167,73.1333,Maharashtra,state,AKURLI,19 01 00 N,073 08 00 E
509152,22.4167,88.1333,West Bengal,state,ALAMPUR,22 25 00 N,088 08 00 E
600032,13.0333,80.2,Tamil Nadu,state,ALANDUR,13 02 00 N,080 12 00 E
803203,31.4667,75.7,Punjab,state,ALAWALPUR,31 28 00 N,075 42 00 E
402201,18.6333,72.9167,Maharashtra,state,ALIBAG,18 38 00 N,072 55 00 E
207247,28.1167,80.6,Uttar Pradesh,state,ALIGANJ,28 07 00 N,080 36 00 E
812005,27.5,79.1667,Uttar Pradesh,state,ALIGANJ,27 30 00 N,079 10 00 E
202001,25.9667,76.15,Uttar Pradesh,state,ALIGARH,25 58 00 N,076 09 00 E
700027,22.5167,88.3333,West Bengal,state,ALIPORE,22 31 00 N,088 20 00 E
110036,28.5167,77.3,Delhi,union territory,ALIPUR,28 31 00 N,077 18 00 E
505330,22.5333,88.3333,West Bengal,state,ALIPUR,22 32 00 N,088 20 00 E
736121,22.9167,88.1833,West Bengal,state,ALIPURDUAR,22 55 00 N,088 11 00 E
457887,22.3,74.3667,Madhya Pradesh,state,ALIRAJPUR,22 18 00 N,074 22 00 E
242222,25.45,81.8333,Uttar Pradesh,state,ALLAHABAD,25 27 00 N,081 50 00 E
211006,28.55,77.4333,Uttar Pradesh,state,ALLAHAPUR,28 33 00 N,077 26 00 E
532410,10.0333,77.5,Tamil Nadu,state,ALLINAGARAM,10 02 00 N,077 30 00 E
263601,29.6,79.6667,Uttar Pradesh,state,ALMORA,29 36 00 N,079 40 00 E
585302,17.5833,76.6333,Karnataka,state,ALUND,17 35 00 N,076 38 00 E
301001,27.5333,76.5833,Rajasthan,state,ALWAR,27 32 00 N,076 35 00 E
533201,16.6,82.05,Andhra Pradesh,state,AMALAPURAM,16 36 00 N,082 03 00 E
413207,21.0167,75.15,Maharashtra,state,AMALNER,21 01 00 N,075 09 00 E
488441,24.4167,80.0333,Madhya Pradesh,state,AMANGANJ,24 25 00 N,080 02 00 E
757055,21.7833,87.1333,Orissa,state,AMARDA,21 47 00 N,087 08 00 E
484886,22.6667,81.8,Madhya Pradesh,state,AMARKANTAK,22 40 00 N,081 48 00 E
485775,24.3,80.9833,Madhya Pradesh,state,AMARPATAM,24 18 00 N,080 59 00 E
480221,22.3333,79.2,Madhya Pradesh,state,AMARWARA,22 20 00 N,079 12 00 E
226009,26.7667,80.85,Uttar Pradesh,state,AMAUSI,26 46 00 N,080 51 00 E
476111,26.7167,78.2167,Madhya Pradesh,state,AMBAH,26 43 00 N,078 13 00 E
431517,18.7333,76.55,Maharashtra,state,AMBAJOGAI,18 44 00 N,076 33 00 E
364215,30.3167,76.8167,Haryana,state,AMBALA,30 19 00 N,076 49 00 E
627401,8.75,77.45,Tamil Nadu,state,AMBASAMUDRAM,08 45 00 N,077 27 00 E
497335,23.15,83.2,Madhya Pradesh,state,AMBIKAPUR,23 09 00 N,083 12 00 E
635802,12.8,78.7333,Tamil Nadu,state,AMBUR,12 48 00 N,078 44 00 E
303101,26.9833,75.8667,Rajasthan,state,AMER,26 59 00 N,075 52 00 E
460551,21.8833,78.1667,Madhya Pradesh,state,AMLA,21 53 00 N,078 10 00 E
721121,22.8333,87.3333,West Bengal,state,AMLAGORA,22 50 00 N,087 20 00 E
147203,30.6167,76.2333,Punjab,state,AMLOH,30 37 00 N,076 14 00 E
713214,20.9667,77.8333,Maharashtra,state,AMRAVATI,20 58 00 N,077 50 00 E
364601,21.6,71.3333,Gujarat,state,AMRELI,21 36 00 N,071 20 00 E
