521175,16.9333,80.1333,Andhra Pradesh,state,JAGGAYYAPETA,16 56 00 N,080 08 00 E
142026,30.8,75.6,Punjab,state,JAGRAON,30 48 00 N,075 36 00 E
505327,18.8,78.9167,Andhra Pradesh,state,JAGTIAL,18 48 00 N,078 55 00 E
804408,25.2167,84.9833,Bihar,state,JAHANABAD,25 13 00 N,084 59 00 E
261202,28.4,78.1,Uttar Pradesh,state,JAHANGIRABAD,28 24 00 N,078 06 00 E
203141,28.7333,77.2167,Delhi,union territory,JAHANGIRPUR,28 44 00 N,077 13 00 E
144530,31.3667,76.1333,Punjab,state,JAIJON,31 22 00 N,076 08 00 E
755046,26.8833,75.8333,Rajasthan,state,JAIPUR,26 53 00 N,075 50 00 E
229305,26.2667,81.5333,Uttar Pradesh,state,JAIS,26 16 00 N,081 32 00 E
345001,26.8667,70.9167,Rajasthan,state,JAISALMER,26 52 00 N,070 55 00
151202,30.4667,74.8833,Punjab,state,JAITU,30 28 00 N,074 53 00 E
755001,20.85,86.3333,Orissa,state,JAJPUR,20 51 00 N,086 20 00 E
333305,29.7667,75.85,Haryana,state,JAKHAL,29 46 00 N,075 51 00 E
370640,23.25,68.8,Gujarat,state,JAKHAU,23 15 00 N,068 48 00 E
275207,30.6,74.2833,Punjab,state,JALALABAD,30 36 00 N,074 17 00 E
242221,27.7167,79.65,Uttar Pradesh,state,JALALABAD,27 43 00 N,079 39 00 E
788816,26.3167,82.7333,Uttar Pradesh,state,JALALPUR,26 19 00 N,082 44 00 E
144021,31.3,75.6667,Punjab,state,JALANDHAR,31 18 00 N,075 40 00 E
742305,25.1167,88.7,West Bengal,state,JALANGI,25 07 00 N,088 42 00 E
285123,26.15,79.3333,Uttar Pradesh,state,JALAUN,26 09 00 N,079 20 00 E
769043,21.9333,87.5,West Bengal,state,JALDA,21 56 00 N,087 30 00 E
207302,27.4833,78.3,Uttar Pradesh,state,JALESAR,27 29 00 N,078 18 00 E
756032,21.8167,87.2167,Orissa,state,JALESHWAR,21 49 00 N,087 13 00 E
425001,21.2167,76.5833,Maharashtra,state,JALGAON,21 13 00 N,076 35 00 E
425001,21.0167,75.65,Maharashtra,state,JALGAON,21 01 00 N,075 39 00 E
431203,19.8333,75.9667,Maharashtra,state,JALNA,19 50 00 N,075 58 00 E
343001,25.35,72.7167,Rajasthan,state,JALOR,25 21 00 N,072 43 00 E
735101,26.5,88.8333,West Bengal,state,JALPAIGURI,26 30 00 N,088 50 00 E
360530,21.9,70.0167,Gujarat,state,JAM JODHPUR,21 54 00 N,070 01 00 E
811214,25.3167,86.5,Bihar,state,JAMALPUR,25 19 00 N,086 30 00 E
392150,22,72.8333,Gujarat,state,JAMBUSAR,22 00 00 N,072 50 00 E
587301,16.5167,75.35,Karnataka,state,JAMKHANDI,16 31 00 N,075 21 00 E
516434,14.85,78.35,Andhra Pradesh,state,JAMMALAMADUGU,14 51 00 N,078 21 00 E
361001,22.4667,70.1,Gujarat,state,JAMNAGAR,22 28 00 N,070 06 00 E
831001,22.7833,86.2,Bihar,state,JAMSHEDPUR,22 47 00 N,086 12 00 E
815351,23.9667,86.8167,Bihar,state,JAMTARA,23 58 00 N,086 49 00 E
811307,24.95,86.2333,Bihar,state,JAMUI,24 57 00 N,086 14 00 E
712304,22.7167,88.2667,West Bengal,state,JANAI,22 43 00 N,088 16 00 E
141303,31.6,75.05,Punjab,state,JANDIALA,31 36 00 N,075 03 00 E
506167,17.7333,79.1667,Andhra Pradesh,state,JANGAON,17 44 00 N,079 10 00 E
712404,22.75,88.0667,West Bengal,state,JANGIPARA,22 45 00 N,088 04 00 E
742213,24.4667,88.0667,West Bengal,state,JANGIPUR,24 28 00 N,088 04 00 E
721431,21.8667,87.9333,West Bengal,state,JANKA,21 52 00 N,087 56 00 E
