4820,REGO,-28.6833,38.5333
9600,RIBEIRA GRANDE,-8.7167,39.1833
4845,RIO CALDO,-8.1833,41.6833
2635,RIO DE MOURO,-9.3333333,38.7666667
4435,RIO TINTO,-8.6500,40.4833
8375,S BARTOLOMEU DE MESSINES,-8.2833333,37.25
7665,SAB?IA,-8.5000,37.5000
2685,SACAVêM,-9.1000,38.7833
7875,SAFARA,-7.2167,38.1000
6260,SAMEIRO,-8.4500,41.0000
2135,SAMORA CORREIA,-8.8667,38.9333
4620,SANTA EUL?LIA VIZ,-8.5333,41.1500
2690,SANTA IRIA DE AZ?IA,-9.0833333,38.85
2004,SANTARêM,-8.7333,39.1833
9875,SANTO ANT?O,-8.0500,40.3333
2664,SANTO ANT?O DO TOJAL,-9.1333,38.8500
8150,S?O BR?S DE ALPORTEL,-7.8833,37.1500
2785,S?O DOMINGOS DE RANA,-9.3333,38.7000
2695,S?O JO?O DA TALHA,-9.0833,38.8167
2709,S?O JO?O DAS LAMPAS,-9.4000,38.8667
2495,S?O MAMEDE,-8.4333,40.9333
2844,SEIXAL,-17.1167,32.8167
4464,SENHORA DA HORA,-8.6500,41.1833
2970,SESIMBRA,-9.1000,38.4333
2900,SET?BAL,-8.9000,38.5333
3744,SEVER DO VOUGA,-8.3667,40.7333
8300,SILVES,-8.1333,37.1667
7520,SINES,-8.8667,37.9500
2710,SINTRA,-9.3833,38.8000
2590,SOBRAL DE MONTE AGRAÄO,-9.1500,39.0167
2815,SOBREDA,-9.1833,38.6500
2230,SOUTO,-8.7167,41.0333
3684,SOUTO DE LAF?ES,-8.1500,40.7333
3049,TAVEIRO,-8.5000,40.2000
8801,TAVIRA,-7.6500,37.1167
5040,TEIXEIRA,-7.9333333,40.6166667
2706,TERRUGEM,-9.3833,38.8500
2300,TOMAR,-8.4167,39.6000
3460,TONDELA,-8.0833,40.5167
7595,TORR?O,-8.2167,38.3000
4484,TOUGUINHA,-8.7167,41.3667
4785,TROFA,-8.4833,40.6000
7080,VENDAS NOVAS,-8.4500,38.6833
4904,VIANA DO CASTELO,-8.8333,41.7000
2669,VILA FRANCA DO ROS?RIO,-9.2500,38.9667
4605,VILA ME?,-6.5833,41.8333
2054,VILA NOVA DA RAINHA,-7.1000,41.6833
4760,VILA NOVA DE FAMALIC?O,-8.5333,41.4167
4400,VILA NOVA DE GAIA,-8.6167,41.1333
7645,VILA NOVA DE MILFONTES,-8.7833,37.7167
7830,VILA NOVA DE S?O BENTO,-7.4167, 37.9167
5004,VILA REAL,-7.7500,41.3000
3515,VISEU,-7.4500,40.2000
2354,ZIBREIRA,-7.0667,39.8500
