88400,6.883333,48.066667
88400,6.8,48.1
88400,6.916667,48.083333
88410,5.95,47.95
88410,5.966667,48.066667
88410,5.883333,47.95
88410,6.033333,48.033333
88410,5.916667,47.983333
88410,5.916667,48
88410,5.9,47.966667
88410,5.9,47.966667
88410,6,47.966667
88410,5.966667,48.033333
88410,5.966667,47.983333
88410,5.9,48.016667
88410,5.883333,47.983333
88420,6.916667,48.383333
88430,6.866667,48.133333
88430,6.8,48.216667
88430,6.883333,48.166667
88430,6.916667,48.15
88430,6.85,48.2
88430,6.85,48.166667
88440,6.383333,48.3
88450,6.3,48.3
88450,6.3,48.333333
88450,6.266667,48.3
88450,6.283333,48.283333
88450,6.3,48.283333
88450,6.283333,48.316667
88450,6.333333,48.333333
88460,6.566667,48.166667
88460,6.6,48.166667
88460,6.6,48.133333
88460,6.616667,48.15
88460,6.666667,48.133333
88460,6.616667,48.166667
88460,6.683333,48.116667
88460,6.65,48.133333
88470,6.833333,48.316667
88470,6.85,48.333333
88470,6.9,48.316667
88470,6.833333,48.333333
88470,6.9,48.333333
88480,6.883333,48.366667
88490,7.066667,48.3
88490,7.116667,48.316667
88490,7.066667,48.283333
88490,7.066667,48.3
88490,7.083333,48.283333
88490,7.15,48.316667
88490,7.1,48.283333
88490,7.083333,48.316667
88500,6.2,48.283333
88500,6.15,48.35
88500,6.216667,48.316667
88500,6.05,48.316667
88500,6.1,48.266667
88500,6.166667,48.35
88500,6.05,48.358333
88500,6.083333,48.366667
88500,6.15,48.333333
88500,6.016667,48.35
88500,6,48.3
88500,6.066667,48.25
88500,6.083333,48.316667
88500,6.05,48.266667
88500,6.083333,48.35
88500,6.066667,48.35
88500,6.2,48.333333
88500,6.15,48.266667
88500,6.233333,48.3
88500,6.05,48.333333
88500,6.133333,48.283333
88500,6.15,48.316667
88500,5.966667,48.316667
88500,6.133333,48.3
88500,6.016667,48.333333
88500,6.033333,48.283333
88500,6.15,48.366667
88500,6.116667,48.316667
88500,6.1,48.333333
88500,6.1,48.316667
88500,6.066667,48.283333
88500,5.975,48.35
88500,6.033333,48.316667
88500,6.083333,48.25
88500,5.95,48.35
88500,6.066667,48.3
88500,5.983333,48.333333
88500,6.233333,48.283333
88500,6.166667,48.3
88500,6.016667,48.266667
88500,6.166667,48.283333
88510,6.616667,48.1
88520,7.066667,48.25
88520,7.05,48.266667
88520,7.05,48.216667
88520,7.083333,48.25
88520,7.05,48.266667
88520,7.116667,48.25
88530,6.733333,48.066667
88530,6.75,48.083333
88540,6.85014,47.87938
88550,6.566667,48.116667
88550,6.566667,48.1
88560,6.791667,47.866667
88580,6.966667,48.233333
88600,6.566667,48.216667
88600,6.733333,48.183333
88600,6.766667,48.216667
88600,6.65,48.15
88600,6.733333,48.233333
88600,6.716667,48.2
88600,6.716667,48.2
88600,6.616667,48.266667
88600,6.65,48.166667
88600,6.75,48.233333
88600,6.566667,48.25
88600,6.683333,48.2
88600,6.716667,48.183333
88600,6.583333,48.216667
88600,6.683333,48.266667
88600,6.6,48.25
88600,6.683333,48.233333
88600,6.616667,48.25
88600,6.733333,48.166667
88600,6.7,48.2
88600,6.75,48.183333
88600,6.616667,48.216667
88600,6.75,48.266667
88600,6.633333,48.266667
88600,6.8,48.2
88600,6.683333,48.183333
88600,6.816667,48.266667
88600,6.683333,48.15
88600,6.533333,48.25
88600,6.75,48.216667
88600,6.633333,48.233333
88630,5.533333,48.416667
88630,5.566667,48.416667
88630,5.766667,48.483333
88630,5.683333,48.416667
88630,5.683333,48.45
88630,5.666667,48.383333
88630,5.683333,48.45
88630,5.75,48.466667
88630,5.7,48.45
88630,5.616667,48.383333
88630,5.816667,48.483333
88630,5.766667,48.466667
88630,5.6,48.433333
88630,5.65,48.4
88640,6.783333,48.166667
88640,6.833333,48.133333
88640,6.75,48.133333
88640,6.783333,48.15
88640,6.75,48.166667
88640,6.7,48.133333
88640,6.733333,48.116667
88650,6.95,48.183333
88650,7,48.233333
88650,7,48.216667
88650,6.95,48.216667
88700,6.666667,48.383333
88700,6.683333,48.3
88700,6.683333,48.416667
88700,6.683333,48.35
88700,6.6,48.3
88700,6.533333,48.416667
88700,6.55,48.416667
88700,6.616667,48.45
88700,6.633333,48.4
88700,6.533333,48.366667
88700,6.566667,48.383333
88700,6.716667,48.316667
88700,6.683333,48.333333
88700,6.65,48.416667
88700,6.7,48.383333
88700,6.533333,48.35
88700,6.666667,48.4
88700,6.516667,48.366667
88700,6.566667,48.283333
88700,6.633333,48.35
88700,6.583333,48.366667
88700,6.6,48.383333
88700,6.733333,48.366667
88700,6.516667,48.35
88700,6.65,48.333333
88700,6.65,48.283333
88700,6.583333,48.383333
88700,6.583333,48.433333
88700,6.616667,48.416667
88800,5.9,48.25
88800,6,48.25
88800,6.016667,48.25
88800,6,48.2
88800,5.95,48.166667
88800,5.9,48.216667
88800,6.033333,48.166667
88800,5.916667,48.216667
88800,5.95,48.25
88800,6.05,48.233333
88800,5.9,48.25
88800,5.983333,48.233333
88800,6.016667,48.183333
88800,5.95,48.2
89000,3.566667,47.8
89100,3.233333,48.15
89100,3.25,48.216667
89100,3.383333,48.216667
89100,3.266667,48.15
89100,3.3,48.183333
89100,3.333333,48.166667
89100,3.383333,48.166667
89100,3.225,48.225
89100,3.25,48.183333
89100,3.316667,48.15
89100,3.3,48.216667
89100,3.266667,48.233333
89100,3.25,48.216667
89100,3.35,48.216667
89100,3.283888,48.198055
89100,3.316667,48.25
89100,3.2,48.166667
89100,3.183333,48.166667
89110,3.35,47.866667
89110,3.35,47.85
89110,3.233333,47.9
89110,3.416667,47.883333
89110,3.333333,47.8
89110,3.266667,47.85
89110,3.383333,47.866667
89110,3.333333,47.816667
89110,3.35,47.816667
89110,3.233333,47.85
89110,3.333333,47.883333
89113,3.483333,47.883333
89113,3.466667,47.816667
89113,3.45,47.866667
89113,3.45,47.883333
89113,3.433333,47.916667
89113,3.483333,47.916667
89116,3.3,47.966667
89116,3.183333,47.983333
89116,3.25,47.966667
89116,3.233333,47.933333
89116,3.233333,47.95
89120,3.033333,47.866667
89120,3.091667,47.883333
89120,3.066667,47.9
89120,3.183333,47.916667
89120,3.1,47.933333
89120,3.05,47.883333
89120,3.1,47.816667
89120,3.05,47.833333
89120,3.15,47.866667
89120,3.133333,47.916667
89120,3.133333,47.816667
89120,3.1,47.833333
89130,3.25,47.758333
89130,3.266667,47.7
89130,3.316667,47.683333
89130,3.383333,47.683333
89130,3.166667,47.7
89130,3.333333,47.716667
89130,3.3,47.733333
89130,3.216667,47.783333
89140,3.266667,48.366667
89140,3.166667,48.333333
89140,3.266667,48.25
89140,3.25,48.266667
89140,3.25,48.283333
89140,3.1,48.233333
89140,3.233333,48.3
89140,3.333333,48.35
89140,3.3,48.35
89140,3.2,48.283333
89140,3.166667,48.25
89140,3.2,48.316667
89140,3.25,48.333333
89140,3.183333,48.3
89140,3.233333,48.25
89140,3.233333,48.266667
89140,3.066667,48.266667
89140,3.133333,48.35
89144,3.75,47.9
89144,3.816667,47.9
89144,3.783333,47.9
89150,3.083333,48.15
89150,3.116667,48.233333
89150,3.1,48.116667
89150,3.066667,48.216667
89150,3.066667,48.116667
89150,3.133333,48.166667
89150,2.966667,48.166667
89150,3.1,48.183333
89150,3.1,48.066667
89150,3.05,48.233333
89150,3.116667,48.083333
89150,3.15,48.2
89150,3.133333,48.133333
89160,4.166667,47.766667
89160,4.116667,47.8
89160,4.116667,47.816667
89160,4.1,47.75
89160,4.183333,47.75
89160,4.166667,47.766667
89160,4.166667,47.733333
89160,4.3,47.816667
89160,4.283333,47.783333
89160,4.083333,47.8
89160,4.083333,47.766667
89160,4.016667,47.766667
89160,4.283333,47.8
89160,4.283333,47.8
89160,4.233333,47.766667
89160,4.15,47.733333
89160,4.05,47.783333
89170,2.983333,47.6
89170,3.116667,47.65
89170,3.066667,47.633333
89170,3.033333,47.65
89170,3.1,47.7
89190,3.583333,48.233333
89190,3.483333,48.2
89190,3.433333,48.233333
89190,3.55,48.283333
89190,3.6,48.216667
89190,3.5,48.216667
89190,3.533333,48.25
89190,3.533333,48.233333
89190,3.45,48.183333
89190,3.516667,48.183333
89190,3.55,48.233333
89200,3.883333,47.533333
89200,3.883333,47.516667
89200,3.9,47.483333
89200,3.783333,47.533333
89200,3.816667,47.5
89200,3.916667,47.516667
89200,3.85,47.533333
89200,3.8,47.516667
89200,3.85,47.466667
89200,3.883333,47.55
89200,3.98098,47.48414
89200,3.866667,47.483333
89200,3.95,47.55
89200,3.933333,47.5
89200,3.8,47.533333
89200,3.866667,47.533333
89200,3.85,47.5
89210,3.6,48.05
89210,3.6,48.016667
89210,3.616667,48
89210,3.666667,48.033333
89210,3.583333,47.983333
89210,3.633333,48.033333
89210,3.566667,48.033333
89210,3.716667,48.033333
89220,2.95,47.7
89220,2.966667,47.75
89220,3,47.683333
89230,3.683333,47.833333
89230,3.683333,47.866667
89230,3.716667,47.916667
89230,3.666667,47.9
89230,3.683333,47.9
89230,3.65,47.85
89240,3.366667,47.8
89240,3.5,47.75
89240,3.4,47.733333
89240,3.366667,47.816667
89240,3.466667,47.733333
89240,3.416667,47.8
89240,3.35,47.766667
89240,3.416667,47.75
89240,3.5,47.783333
89250,3.566667,47.916667
89250,3.566667,47.9
89250,3.566667,47.866667
89250,3.6,47.933333
89250,3.633333,47.95
89250,3.6,47.9
89260,3.3,48.283333
89260,3.383333,48.383333
89260,3.366667,48.283333
89260,3.433333,48.333333
89260,3.35,48.366667
89260,3.433333,48.283333
89260,3.333333,48.3
89260,3.45,48.366667
89260,3.4,48.283333
89260,3.383333,48.35
89260,3.383333,48.25
89270,3.75,47.6
89270,3.733333,47.616667
89270,3.783333,47.633333
89270,3.75,47.633333
89270,3.666667,47.6
89270,3.816667,47.666667
89270,3.783333,47.583333
89270,3.683333,47.616667
89270,3.733333,47.666667
89270,3.783333,47.55
89290,3.616667,47.766667
89290,3.616667,47.716667
89290,3.666667,47.716667
89290,3.583333,47.716667
89290,3.65,47.783333
89290,3.583333,47.75
89290,3.633333,47.8
89290,3.633333,47.7
89290,3.633333,47.716667
89300,3.433333,47.95
89300,3.366667,47.95
89300,3.4,47.983333
89300,3.433333,47.983333
89300,3.366667,47.95
89300,3.35,48
89300,3.333333,48
89310,3.966667,47.733333
89310,4.05,47.7
89310,4.083333,47.633333
89310,4.15,47.666667
89310,3.983333,47.65
89310,3.933333,47.733333
89310,4.033333,47.733333
89310,3.883333,47.666667
89310,4,47.7
89310,4.083333,47.7
89310,3.9,47.766667
89310,3.916667,47.75
89320,3.616667,48.183333
89320,3.483333,48.133333
89320,3.583333,48.166667
89320,3.55,48.083333
89320,3.65,48.15
89320,3.55,48.133333
89320,3.433333,48.15
89320,3.5,48.1
89330,3.15,48.05
89330,3.3,48.033333
89330,3.166667,48.016667
89330,3.183333,48.016667
89330,3.233333,48.016667
89330,3.316667,48.016667
89340,3.066667,48.333333
89350,3.066667,47.766667
89350,3.15,47.8
89350,3.133333,47.733333
89350,3.1,47.733333
89360,3.9,47.9
