46015,44.94,Mantova,10.47,CICOGNARA,LOMBARDIA,ITALY
46016,44.93,Mantova,10.51,COGOZZO,LOMBARDIA,ITALY
46017,45.06,Mantova,10.43,Rivarolo Mantovano,LOMBARDIA,ITALY
46018,45,Mantova,10.5,Sabbioneta,LOMBARDIA,ITALY
46019,44.91,Mantova,10.51,Viadana,LOMBARDIA,ITALY
46020,45,Mantova,11.18,Magnacavallo,LOMBARDIA,ITALY
46020,45.03,Mantova,11.1,Pieve di Coriano,LOMBARDIA,ITALY
46020,45,Mantova,11.11,Villa Poma,LOMBARDIA,ITALY
46020,45.04,Mantova,11.21,Borgofranco sul Po,LOMBARDIA,ITALY
46020,44.96,Mantova,11.03,San Giacomo delle Segnate,LOMBARDIA,ITALY
46020,44.96,Mantova,11.08,San Giovanni del Dosso,LOMBARDIA,ITALY
46020,45.03,Mantova,11.1,Quingentole,LOMBARDIA,ITALY
46020,45,Mantova,10.85,Pegognaga,LOMBARDIA,ITALY
46020,45.06,Mantova,11.21,Carbonara di Po,LOMBARDIA,ITALY
46020,45.03,Mantova,10.76,Motteggiana,LOMBARDIA,ITALY
46020,45,Mantova,11.06,Schivenoglia,LOMBARDIA,ITALY
46022,44.98,Mantova,11.35,Felonica,LOMBARDIA,ITALY
46023,44.95,Mantova,10.81,Gonzaga,LOMBARDIA,ITALY
46024,44.93,Mantova,10.91,Moglia,LOMBARDIA,ITALY
46025,44.97,Mantova,11.11,Poggio Rusco,LOMBARDIA,ITALY
46026,45.01,Mantova,10.98,Quistello,LOMBARDIA,ITALY
46027,45.03,Mantova,10.91,San Benedetto Po,LOMBARDIA,ITALY
46028,45,Mantova,11.3,Sermide,LOMBARDIA,ITALY
46029,45,Mantova,10.75,Suzzara,LOMBARDIA,ITALY
46030,44.93,Mantova,10.6,Pomponesco,LOMBARDIA,ITALY
46030,45.05,Mantova,10.75,Borgoforte,LOMBARDIA,ITALY
46030,45.16,Mantova,10.83,San Giorgio di Mantova,LOMBARDIA,ITALY
46030,44.95,Mantova,10.63,Dosolo,LOMBARDIA,ITALY
46030,45.08,Mantova,10.88,Sustinente,LOMBARDIA,ITALY
46030,45.18,Mantova,10.9,Bigarello,LOMBARDIA,ITALY
46030,45.11,Mantova,10.78,Virgilio,LOMBARDIA,ITALY
46030,45.15,Mantova,11.03,Serravalle a Po,LOMBARDIA,ITALY
46031,45.08,Mantova,10.88,Bagnolo San Vito,LOMBARDIA,ITALY
46032,45.21,Mantova,10.88,Castelbelforte,LOMBARDIA,ITALY
46033,45.18,Mantova,10.98,Castel d'Ario,LOMBARDIA,ITALY
46034,44.07,Mantova,12.47,CASALE,LOMBARDIA,ITALY
46035,45.06,Mantova,11.13,Ostiglia,LOMBARDIA,ITALY
46036,45.05,Mantova,11.13,Revere,LOMBARDIA,ITALY
46037,45.08,Mantova,10.88,Roncoferraro,LOMBARDIA,ITALY
46039,45.15,Mantova,11.03,Villimpenta,LOMBARDIA,ITALY
46040,45.2,Mantova,10.58,Gazoldo degli Ippoliti,LOMBARDIA,ITALY
46040,45.35,Mantova,10.6,Cavriana,LOMBARDIA,ITALY
46040,45.26,Mantova,10.56,Ceresara,LOMBARDIA,ITALY
46040,45.2,Mantova,10.36,Casalromano,LOMBARDIA,ITALY
46040,45.38,Mantova,10.7,Ponti sul Mincio,LOMBARDIA,ITALY
46040,45.31,Mantova,10.58,Guidizzolo,LOMBARDIA,ITALY
46040,45.23,Mantova,10.53,Piubega,LOMBARDIA,ITALY
46040,45.38,Mantova,10.7,Monzambano,LOMBARDIA,ITALY
46040,45.36,Mantova,10.55,Solferino,LOMBARDIA,ITALY
46040,45.2,Mantova,10.63,Rodigo,LOMBARDIA,ITALY
46040,45.26,Mantova,10.4,Casalmoro,LOMBARDIA,ITALY
46040,45.25,Mantova,10.48,Casaloldo,LOMBARDIA,ITALY
46041,45.21,Mantova,10.41,Asola,LOMBARDIA,ITALY
