9077,39.95,Oristano,8.68,Solarussa,SARDEGNA,ITALY
9078,40.21,Oristano,8.55,Sennariolo,SARDEGNA,ITALY
9078,40.21,Oristano,8.58,Scano di Montiferro,SARDEGNA,ITALY
9079,40.25,Oristano,8.51,Tresnuraghes,SARDEGNA,ITALY
9080,40.11,Oristano,8.86,Boroneddu,SARDEGNA,ITALY
9080,40.11,Oristano,8.88,Tadasuni,SARDEGNA,ITALY
9080,40.1,Oristano,8.93,Sorradile,SARDEGNA,ITALY
9080,40.13,Oristano,8.88,Soddì,SARDEGNA,ITALY
9080,39.81,Oristano,8.93,Senis,SARDEGNA,ITALY
9080,39.91,Oristano,8.76,Siamanna,SARDEGNA,ITALY
9080,39.93,Oristano,8.76,Siapiccia,SARDEGNA,ITALY
9080,40.11,Oristano,8.93,Bidonì,SARDEGNA,ITALY
9080,39.81,Oristano,8.98,Nureci,SARDEGNA,ITALY
9080,39.86,Oristano,8.9,Villa Sant'Antonio,SARDEGNA,ITALY
9080,39.95,Oristano,8.86,Allai,SARDEGNA,ITALY
9080,40.06,Oristano,8.95,Neoneli,SARDEGNA,ITALY
9080,40.05,Oristano,8.9,Ulà Tirso,SARDEGNA,ITALY
9080,39.88,Oristano,8.78,Villaurbana,SARDEGNA,ITALY
9080,39.86,Oristano,8.95,Asuni,SARDEGNA,ITALY
9080,39.86,Oristano,8.86,Mogorella,SARDEGNA,ITALY
9080,40.1,Oristano,8.95,Nughedu Santa Vittoria,SARDEGNA,ITALY
9080,39.81,Oristano,8.91,Assolo,SARDEGNA,ITALY
9081,40.08,Oristano,8.91,Ardauli,SARDEGNA,ITALY
9082,40.03,Oristano,8.9,Busachi,SARDEGNA,ITALY
9083,40,Oristano,8.81,Fordongianus,SARDEGNA,ITALY
9084,39.95,Oristano,8.73,Ollastra,SARDEGNA,ITALY
9084,39.98,Oristano,8.75,Villanova Truschedu,SARDEGNA,ITALY
9085,39.9,Oristano,8.9,Ruinas,SARDEGNA,ITALY
9086,39.95,Oristano,8.95,Samugheo,SARDEGNA,ITALY
9087,39.91,Oristano,8.62,SILI',SARDEGNA,ITALY
9088,39.93,Oristano,8.7,Simaxis,SARDEGNA,ITALY
9090,39.71,Oristano,8.83,Simala,SARDEGNA,ITALY
9090,39.8,Oristano,8.81,Villa Verde,SARDEGNA,ITALY
9090,39.88,Oristano,8.65,Palmas Arborea,SARDEGNA,ITALY
9090,39.8,Oristano,8.85,Usellus,SARDEGNA,ITALY
9090,39.8,Oristano,8.8,Pau,SARDEGNA,ITALY
9090,39.7,Oristano,8.78,Masullas,SARDEGNA,ITALY
9090,39.78,Oristano,8.86,Albagiara,SARDEGNA,ITALY
9090,39.71,Oristano,8.9,Baradili,SARDEGNA,ITALY
9090,39.75,Oristano,8.76,Morgongiori,SARDEGNA,ITALY
9090,39.71,Oristano,8.76,Siris,SARDEGNA,ITALY
9090,39.7,Oristano,8.83,Gonnoscodina,SARDEGNA,ITALY
9090,39.75,Oristano,8.9,Sini,SARDEGNA,ITALY
9090,39.75,Oristano,8.83,Curcuris,SARDEGNA,ITALY
9090,39.71,Oristano,8.88,Baressa,SARDEGNA,ITALY
9090,39.76,Oristano,8.86,Gonnosnò,SARDEGNA,ITALY
9091,39.76,Oristano,8.81,Ales,SARDEGNA,ITALY
9092,39.76,Oristano,8.58,Arborea,SARDEGNA,ITALY
9093,39.68,Oristano,8.83,Gonnostramatza,SARDEGNA,ITALY
9094,39.75,Oristano,8.63,Marrubiu,SARDEGNA,ITALY
9095,39.68,Oristano,8.78,Mogoro,SARDEGNA,ITALY
9095,39.73,Oristano,8.8,Pompu,SARDEGNA,ITALY
9096,39.88,Oristano,8.61,Santa Giusta,SARDEGNA,ITALY
9097,39.68,Oristano,8.65,San Nicolò d'Arcidano,SARDEGNA,ITALY
9098,39.71,Oristano,8.63,Terralba,SARDEGNA,ITALY
9099,39.7,Oristano,8.7,Uras,SARDEGNA,ITALY
9100,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9121,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9122,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9123,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9124,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9125,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9126,39.18,Carbonia-Iglesias,9.15,Cala Mosca,SARDEGNA,ITALY
9126,39.21,Cagliari,9.11,Cagliari,SARDEGNA,ITALY
9126,39.18,Medio Campidano,9.15,Cala Mosca,SARDEGNA,ITALY
