84032,40.26,Salerno,15.61,Buonabitacolo,CAMPANIA,ITALY
84033,40.28,Salerno,15.7,Montesano sulla Marcellana,CAMPANIA,ITALY
84034,40.33,Salerno,15.66,Padula,CAMPANIA,ITALY
84035,40.51,Salerno,15.5,Polla,CAMPANIA,ITALY
84036,40.4,Salerno,15.6,Sala Consilina,CAMPANIA,ITALY
84037,40.46,Salerno,15.48,Sant'Arsenio,CAMPANIA,ITALY
84038,40.33,Salerno,15.56,Sassano,CAMPANIA,ITALY
84039,40.38,Salerno,15.53,Teggiano,CAMPANIA,ITALY
84040,40.18,Salerno,15.11,Casal Velino,CAMPANIA,ITALY
84040,40.25,Salerno,15.3,Cannalonga,CAMPANIA,ITALY
84040,40.03,Salerno,15.36,Camerota,CAMPANIA,ITALY
84040,40.1,Salerno,15.4,Celle di Bulgheria,CAMPANIA,ITALY
84040,40.3,Salerno,15.3,Campora,CAMPANIA,ITALY
84040,40.18,Salerno,15.43,Alfano,CAMPANIA,ITALY
84040,40.21,Salerno,15.18,Castelnuovo Cilento,CAMPANIA,ITALY
84041,40.17,Salerno,15.02,ACCIAROLI,CAMPANIA,ITALY
84042,40.75,Salerno,15.05,Acerno,CAMPANIA,ITALY
84043,40.35,Salerno,14.98,Agropoli,CAMPANIA,ITALY
84044,40.48,Salerno,15.11,Albanella,CAMPANIA,ITALY
84045,40.53,Salerno,15.13,Altavilla Silentina,CAMPANIA,ITALY
84046,40.15,Salerno,15.18,Ascea,CAMPANIA,ITALY
84047,40.41,Salerno,15.08,Capaccio,CAMPANIA,ITALY
84048,40.28,Salerno,14.95,Castellabate,CAMPANIA,ITALY
84049,40.41,Salerno,15.23,Castel San Lorenzo,CAMPANIA,ITALY
84050,40.16,Salerno,15.31,Cuccaro Vetere,CAMPANIA,ITALY
84050,40.08,Salerno,15.56,Ispani,CAMPANIA,ITALY
84050,40.15,Salerno,15.31,Futani,CAMPANIA,ITALY
84050,40.4,Salerno,15.11,Giungano,CAMPANIA,ITALY
84050,40.35,Salerno,15.23,Magliano Vetere,CAMPANIA,ITALY
84050,40.28,Salerno,15.06,Lustra,CAMPANIA,ITALY
84050,40.3,Salerno,15.03,Laureana Cilento,CAMPANIA,ITALY
84050,40.16,Salerno,15.4,Laurito,CAMPANIA,ITALY
84051,40.06,Salerno,15.31,Centola,CAMPANIA,ITALY
84052,40.2,Salerno,15.25,Ceraso,CAMPANIA,ITALY
84053,40.35,Salerno,15.13,Cicerale,CAMPANIA,ITALY
84055,40.36,Salerno,15.25,Felitto,CAMPANIA,ITALY
84056,40.28,Salerno,15.21,Gioi,CAMPANIA,ITALY
84057,40.33,Salerno,15.33,Laurino,CAMPANIA,ITALY
84058,40.14,Salerno,15.16,MARINA DI ASCEA,CAMPANIA,ITALY
84059,40,Salerno,15.37,MARINA DI CAMEROTA,CAMPANIA,ITALY
84060,40.33,Salerno,15.06,Prignano Cilento,CAMPANIA,ITALY
84060,40.11,Salerno,15.43,Roccagloriosa,CAMPANIA,ITALY
84060,40.25,Salerno,15.01,Perdifumo,CAMPANIA,ITALY
84060,40.3,Salerno,15.16,Orria,CAMPANIA,ITALY
84060,40.16,Salerno,15.36,Montano Antilia,CAMPANIA,ITALY
84060,40.21,Salerno,15.28,Novi Velia,CAMPANIA,ITALY
84060,40.25,Salerno,15.26,Moio della Civitella,CAMPANIA,ITALY
84060,40.26,Salerno,14.98,Montecorice,CAMPANIA,ITALY
84060,40.36,Salerno,15.2,Monteforte Cilento,CAMPANIA,ITALY
84060,40.25,Salerno,15.06,Omignano,CAMPANIA,ITALY
84060,40.3,Salerno,15.15,Perito,CAMPANIA,ITALY
