M44,53.441,-2.426,Manchester,Lancashire
M45,53.547,-2.289,Manchester,Lancashire
M46,53.526,-2.49,Manchester,Lancashire
M5,53.479,-2.284,Salford,Lancashire
M50,53.476,-2.295,Salford,Lancashire
M6,53.492,-2.297,Salford,Lancashire
M60,53.486,-2.228,Manchester,Lancashire
M60,53.486,-2.228,Salford,Lancashire
M60,53.486,-2.228,Manchester,Lancashire
M60,53.486,-2.228,Salford,Lancashire
M60,53.486,-2.228,Manchester,Lancashire
M7,53.505,-2.26,Salford,Lancashire
M8,53.509,-2.239,Manchester,Lancashire
M9,53.522,-2.213,Manchester,Lancashire
M90,53.363,-2.277,Manchester,Lancashire
M99,53.481,-2.232,Manchester,Lancashire
ME1,51.372,0.5,Rochester,Kent
ME10,51.343,0.736,Sittingbourne,Kent
ME11,51.413,0.749,Queenborough,Kent
ME12,51.423,0.805,Sheerness,Kent
ME13,51.303,0.896,Faversham,Kent
ME14,51.28,0.542,Maidstone,Kent
ME15,51.254,0.534,Maidstone,Kent
ME16,51.274,0.5,Maidstone,Kent
ME17,51.235,0.61,Maidstone,Kent
ME18,51.244,0.423,Maidstone,Kent
ME19,51.293,0.411,West Malling,Kent
ME2,51.392,0.486,Rochester,Kent
ME20,51.305,0.46,Aylesford,Kent
ME3,51.433,0.547,Rochester,Kent
ME4,51.38,0.53,Chatham,Kent
ME5,51.349,0.534,Chatham,Kent
ME6,51.327,0.441,Snodland,Kent
ME6,51.327,0.441,West Malling,Kent
ME7,51.379,0.557,Gillingham,Kent
ME8,51.361,0.599,Gillingham,Kent
ME9,51.333,0.725,Sittingbourne,Kent
MK1,52.005,-0.726,Milton Keynes,Buckinghamshire
MK10,52.039,-0.698,Milton Keynes,Buckinghamshire
MK11,52.052,-0.84,Milton Keynes,Buckinghamshire
MK12,52.057,-0.816,Milton Keynes,Buckinghamshire
MK13,52.052,-0.784,Milton Keynes,Buckinghamshire
MK14,52.059,-0.762,Milton Keynes,Buckinghamshire
MK15,52.058,-0.728,Milton Keynes,Buckinghamshire
MK16,52.089,-0.721,Newport Pagnell,Buckinghamshire
MK17,51.992,-0.7,Milton Keynes,Buckinghamshire
MK18,51.98,-0.969,Buckingham,Buckinghamshire
MK19,52.072,-0.852,Milton Keynes,Buckinghamshire
MK2,51.99,-0.724,Milton Keynes,Buckinghamshire
MK3,51.997,-0.753,Milton Keynes,Buckinghamshire
MK4,52.004,-0.777,Milton Keynes,Buckinghamshire
MK40,52.138,-0.472,Bedford,Bedfordshire
MK41,52.151,-0.447,Bedford,Bedfordshire
MK42,52.12,-0.473,Bedford,Bedfordshire
MK43,52.118,-0.557,Bedford,Bedfordshire
MK44,52.194,-0.426,Bedford,Bedfordshire
MK45,52.024,-0.468,Bedford,Bedfordshire
MK46,52.154,-0.691,Olney,Buckinghamshire
MK5,52.02,-0.783,Milton Keynes,Buckinghamshire
MK6,52.03,-0.742,Milton Keynes,Buckinghamshire
MK7,52.019,-0.69,Milton Keynes,Buckinghamshire
MK77,52.042,-0.819,Milton Keynes,Buckinghamshire
MK8,52.036,-0.803,Milton Keynes,Buckinghamshire
MK9,52.041,-0.759,Milton Keynes,Buckinghamshire
ML1,55.799,-3.976,Motherwell,Lanarkshire
ML10,55.68,-4.069,Strathaven,Lanarkshire
ML11,55.667,-3.786,Lanark,Lanarkshire
ML12,55.566,-3.596,Biggar,Lanarkshire
ML2,55.777,-3.913,Wishaw,Lanarkshire
ML3,55.77,-4.054,Hamilton,Lanarkshire
ML4,55.818,-4.02,Bellshill,Lanarkshire
ML5,55.86,-4.03,Coatbridge,Lanarkshire
ML6,55.867,-3.962,Airdrie,Lanarkshire
ML7,55.83,-3.793,Shotts,Lanarkshire
ML8,55.731,-3.841,Carluke,Lanarkshire
ML9,55.725,-3.967,Larkhall,Lanarkshire
N1,51.537,-0.097,London,London
N10,51.594,-0.143,London,London
N11,51.613,-0.138,London,London
N12,51.615,-0.176,London,London
N13,51.619,-0.102,London,London
N14,51.634,-0.129,London,London
N15,51.582,-0.081,London,London
N16,51.563,-0.075,London,London
N17,51.597,-0.07,London,London
N18,51.613,-0.065,London,London
N19,51.565,-0.128,London,London
N2,51.59,-0.167,London,London
N20,51.629,-0.173,London,London
N21,51.636,-0.098,London,London
N22,51.599,-0.11,London,London
N3,51.6,-0.193,London,London
N4,51.571,-0.101,London,London
N5,51.553,-0.097,London,London
N6,51.572,-0.141,London,London
N7,51.553,-0.116,London,London
N8,51.584,-0.116,London,London
N81,,,London,London
N9,51.628,-0.057,London,London
NE1,54.973,-1.611,Newcastle Upon Tyne,Northumberland
NE10,54.947,-1.553,Gateshead,Co Durham
NE11,54.941,-1.631,Gateshead,Co Durham
NE12,55.024,-1.569,Newcastle Upon Tyne,Northumberland
NE13,55.046,-1.645,Newcastle Upon Tyne,Northumberland
NE15,54.984,-1.72,Newcastle Upon Tyne,Northumberland
NE16,54.932,-1.691,Newcastle Upon Tyne,Northumberland
NE17,54.913,-1.816,Newcastle Upon Tyne,Northumberland
NE18,55.038,-1.864,Newcastle Upon Tyne,Northumberland
NE19,55.179,-2.096,Newcastle Upon Tyne,Northumberland
NE2,54.987,-1.605,Newcastle Upon Tyne,Northumberland
NE20,55.053,-1.786,Newcastle Upon Tyne,Northumberland
NE21,54.958,-1.719,Blaydon-On-Tyne,Co Durham
NE22,55.136,-1.584,Bedlington,Northumberland
NE23,55.08,-1.581,Cramlington,Northumberland
NE24,55.122,-1.521,Blyth,Northumberland
NE25,55.05,-1.486,Whitley Bay,Northumberland
NE26,55.052,-1.456,Whitley Bay,Northumberland
NE27,55.034,-1.514,Newcastle Upon Tyne,Northumberland
NE28,55,-1.519,Wallsend,Northumberland
NE29,55.012,-1.464,North Shields,Northumberland
NE3,55.01,-1.633,Newcastle Upon Tyne,Northumberland
NE30,55.021,-1.44,North Shields,Northumberland
NE31,54.971,-1.512,Hebburn,Co Durham
NE32,54.968,-1.483,Jarrow,Co Durham
NE33,54.991,-1.428,South Shields,Co Durham
NE34,54.972,-1.421,South Shields,Co Durham
NE35,54.952,-1.46,Boldon Colliery,Co Durham
NE36,54.945,-1.44,East Boldon,Co Durham
NE37,54.913,-1.526,Washington,Co Durham
NE38,54.894,-1.524,Washington,Co Durham
NE39,54.924,-1.759,Rowlands Gill,Co Durham
NE4,54.974,-1.643,Newcastle Upon Tyne,Northumberland
NE40,54.966,-1.772,Ryton,Co Durham
NE41,54.976,-1.819,Wylam,Northumberland
NE42,54.962,-1.854,Prudhoe,Northumberland
NE43,54.948,-1.905,Stocksfield,Northumberland
NE44,54.943,-1.978,Riding Mill,Northumberland
NE45,54.976,-2.016,Corbridge,Northumberland
NE46,54.979,-2.106,Hexham,Northumberland
NE47,54.929,-2.251,Hexham,Northumberland
NE48,55.132,-2.257,Hexham,Northumberland
NE49,54.967,-2.459,Haltwhistle,Northumberland
NE5,54.996,-1.687,Newcastle Upon Tyne,Northumberland
NE6,54.977,-1.564,Newcastle Upon Tyne,Northumberland
NE61,55.181,-1.688,Morpeth,Northumberland
NE62,55.161,-1.592,Choppington,Northumberland
NE63,55.178,-1.562,Ashington,Northumberland
NE64,55.184,-1.514,Newbiggin-By-The-Sea,Northumberland
NE65,55.313,-1.751,Morpeth,Northumberland
NE66,55.428,-1.731,Alnwick,Northumberland
NE67,55.534,-1.693,Chathill,Northumberland
NE68,55.574,-1.658,Seahouses,Northumberland
NE69,55.605,-1.716,Bamburgh,Northumberland
NE7,55,-1.578,Newcastle Upon Tyne,Northumberland
NE70,55.594,-1.815,Belford,Northumberland
NE71,55.555,-2.044,Wooler,Northumberland
NE8,54.955,-1.603,Gateshead,Co Durham
NE82,54.935,-1.615,Newcastle Upon Tyne,Northumberland
NE83,54.935,-1.615,Newcastle Upon Tyne,Northumberland
NE85,54.902,-1.494,Newcastle Upon Tyne,Northumberland
NE88,54.942,-1.615,Newcastle Upon Tyne,Northumberland
NE9,54.931,-1.584,Gateshead,Co Durham
NE98,54.993,-1.589,Newcastle Upon Tyne,Northumberland
NE99,54.967,-1.613,Newcastle Upon Tyne,Northumberland
NG1,52.954,-1.147,Nottingham,Nottinghamshire
NG10,52.9,-1.282,Nottingham,Nottinghamshire
NG11,52.899,-1.173,Nottingham,Nottinghamshire
NG12,52.911,-1.054,Nottingham,Nottinghamshire
NG13,52.947,-0.92,Nottingham,Nottinghamshire
NG14,53.015,-1.037,Nottingham,Nottinghamshire
NG15,53.045,-1.203,Nottingham,Nottinghamshire
NG16,53.027,-1.294,Nottingham,Nottinghamshire
NG17,53.116,-1.26,Sutton-In-Ashfield,Nottinghamshire
NG17,53.116,-1.26,Nottingham,Nottinghamshire
NG18,53.138,-1.183,Mansfield,Nottinghamshire
NG19,53.16,-1.197,Mansfield,Nottinghamshire
NG2,52.935,-1.131,Nottingham,Nottinghamshire
NG20,53.21,-1.183,Mansfield,Nottinghamshire
NG21,53.141,-1.104,Mansfield,Nottinghamshire
NG22,53.178,-0.971,Newark,Nottinghamshire
NG23,53.116,-0.801,Newark,Nottinghamshire
NG24,53.07,-0.799,Newark,Nottinghamshire
NG25,53.074,-0.963,Southwell,Nottinghamshire
NG3,52.968,-1.128,Nottingham,Nottinghamshire
NG31,52.914,-0.64,Grantham,Lincolnshire
NG32,52.949,-0.649,Grantham,Lincolnshire
NG33,52.818,-0.579,Grantham,Lincolnshire
NG34,52.988,-0.391,Sleaford,Lincolnshire
NG4,52.97,-1.086,Nottingham,Nottinghamshire
NG5,52.997,-1.143,Nottingham,Nottinghamshire
NG6,52.997,-1.191,Nottingham,Nottinghamshire
NG7,52.958,-1.175,Nottingham,Nottinghamshire
NG70,53.144,-1.195,Mansfield,Nottinghamshire
NG8,52.964,-1.212,Nottingham,Nottinghamshire
NG80,52.939,-1.16,Nottingham,Nottinghamshire
NG9,52.926,-1.236,Nottingham,Nottinghamshire
NG90,52.926,-1.191,Nottingham,Nottinghamshire
NN1,52.241,-0.887,Northampton,Northamptonshire
NN10,52.292,-0.597,Rushden,Northamptonshire
