ST16,52.813,-2.118,Stafford,Staffordshire
ST17,52.789,-2.099,Stafford,Staffordshire
ST18,52.814,-2.081,Stafford,Staffordshire
ST19,52.713,-2.147,Stafford,Staffordshire
ST2,53.027,-2.135,Stoke-On-Trent,Staffordshire
ST20,52.798,-2.279,Stafford,Staffordshire
ST21,52.868,-2.259,Stafford,Staffordshire
ST3,52.981,-2.122,Stoke-On-Trent,Staffordshire
ST4,52.995,-2.183,Stoke-On-Trent,Staffordshire
ST5,53.015,-2.237,Newcastle,Staffordshire
ST55,53.013,-2.228,Newcastle,Staffordshire
ST6,53.057,-2.189,Stoke-On-Trent,Staffordshire
ST7,53.088,-2.265,Stoke-On-Trent,Staffordshire
ST8,53.115,-2.167,Stoke-On-Trent,Staffordshire
ST9,53.05,-2.099,Stoke-On-Trent,Staffordshire
SW10,51.483,-0.181,London,London
SW11,51.466,-0.164,London,London
SW12,51.446,-0.148,London,London
SW13,51.475,-0.244,London,London
SW14,51.465,-0.265,London,London
SW15,51.457,-0.226,London,London
SW16,51.422,-0.128,London,London
SW17,51.43,-0.163,London,London
SW18,51.45,-0.19,London,London
SW19,51.423,-0.203,London,London
SW1A,51.503,-0.132,London,London
SW1E,51.497,-0.138,London,London
SW1H,51.498,-0.133,London,London
SW1P,51.495,-0.132,London,London
SW1V,51.49,-0.138,London,London
SW1W,51.493,-0.147,London,London
SW1X,51.498,-0.153,London,London
SW1Y,51.505,-0.133,London,London
SW2,51.449,-0.119,London,London
SW20,51.411,-0.225,London,London
SW3,51.489,-0.165,London,London
SW4,51.461,-0.135,London,London
SW5,51.49,-0.189,London,London
SW6,51.476,-0.2,London,London
SW7,51.496,-0.175,London,London
SW8,51.476,-0.131,London,London
SW9,51.469,-0.112,London,London
SW99,51.476,-0.118,London,London
SY1,52.723,-2.74,Shrewsbury,Shropshire
SY10,52.836,-3.121,Oswestry,Shropshire
SY11,52.867,-3.029,Oswestry,Shropshire
SY12,52.903,-2.893,Ellesmere,Shropshire
SY13,52.952,-2.689,Whitchurch,Shropshire
SY14,53.03,-2.763,Malpas,Cheshire
SY15,52.555,-3.13,Montgomery,Powys
SY16,52.52,-3.311,Newtown,Powys
SY17,52.517,-3.465,Llandinam,Powys
SY17,52.517,-3.465,Caersws,Powys
SY17,52.517,-3.465,Llandinam,Powys
SY17,52.517,-3.465,Caersws,Powys
SY17,52.517,-3.465,Llandinam,Powys
