2071PV,4.641896,52.434032
2071RA,4.641157,52.434671
2071RB,4.641157,52.434671
2071RC,4.641157,52.434671
2071RD,4.641157,52.434671
2071RE,4.641157,52.434671
2071RG,4.641157,52.434671
2071RH,4.642181,52.435209
2071RJ,4.641731,52.435483
2071RK,4.641731,52.435483
2071RL,4.641618,52.435679
2071RM,4.641731,52.435483
2071RN,4.639227,52.433179
2071RP,4.639227,52.433179
2071RR,4.634233,52.433587
2071RS,4.639208,52.432851
2071RT,4.63668,52.433581
2071RV,4.639916,52.434449
2071SB,4.637445,52.434789
2071SC,4.637445,52.434789
2071SE,4.637553,52.437574
2071SG,4.637553,52.437574
2071SH,4.637553,52.437574
2071SJ,4.638598,52.434509
2071SK,4.641455,52.436211
2071SL,4.641455,52.436211
2071SM,4.641455,52.436211
2071SN,4.641455,52.436211
2071SP,4.641455,52.436211
2071SR,4.641109,52.43684
2071ST,4.641109,52.43684
2071SV,4.641109,52.43684
2071SW,4.641109,52.43684
2071TA,4.636365,52.434495
2071TB,4.636365,52.434495
2071TC,4.64194,52.437654
2071TD,4.636705,52.436445
2071TE,4.64194,52.437654
2071TG,4.635264,52.43611
2071TH,4.635107,52.436405
2071TJ,4.639735,52.437591
2071TK,4.641241,52.438306
2071TL,4.641241,52.438306
2071TM,4.635716,52.436766
2071TN,4.641967,52.438467
2071TP,4.641967,52.438467
2071TR,4.641967,52.438467
2071TS,4.646272,52.438924
2071VA,4.64283,52.437799
2071VB,4.648315,52.438451
2071VC,4.64283,52.437799
2071VD,4.643592,52.438637
2071VE,4.643592,52.438637
2071VG,4.644968,52.437422
2071VH,4.64551,52.438468
2071VJ,4.64551,52.438468
2071VK,4.646757,52.437648
2071VL,4.643268,52.436582
2071VM,4.643268,52.436582
2071VN,4.649277,52.438643
2071VP,4.649277,52.438643
2071VR,4.649277,52.438643
2071VS,4.647092,52.436682
2071XA,4.646144,52.436721
2071XB,4.646144,52.436721
2071XC,4.645794,52.436412
2071XD,4.645536,52.435872
2071XE,4.645536,52.435872
2071XG,4.644375,52.436471
2071XH,4.644375,52.436471
2071XJ,4.644617,52.435767
2071XK,4.647222,52.435348
2071XL,4.647222,52.435348
2071XM,4.647072,52.435141
2071XN,4.647072,52.435141
2071XP,4.645287,52.435049
2082AA,4.631461,52.418703
2082AB,4.631461,52.418703
2082AC,4.631461,52.418703
2082AD,4.631461,52.418703
2082BA,4.630139,52.427491
2082BB,4.630446,52.424576
2082BC,4.630139,52.427491
2082BD,4.630446,52.424576
2082BE,4.627711,52.423049
2082BG,4.626276,52.423596
2082BH,4.629093,52.424744
2082BJ,4.629093,52.424744
2082BK,4.628129,52.421314
2082BL,4.628129,52.421314
2082BM,4.627396,52.42422
2082BN,4.627396,52.42422
2082BP,4.627396,52.42422
2082BR,4.624879,52.421861
2082BS,4.628192,52.425923
2082BT,4.628192,52.425923
2082BV,4.624879,52.421861
2082BW,4.628192,52.425923
2082BX,4.628192,52.425923
2082CA,4.62745,52.420215
2082CB,4.62745,52.420215
2082CC,4.62745,52.420215
2082EB,4.626874,52.41667
2082EE,4.626874,52.41667
2082EG,4.626874,52.41667
2082EH,4.628866,52.412602
2082EJ,4.628866,52.412602
2082EL,4.627649,52.417096
2082EN,4.628024,52.41879
2082EP,4.628024,52.41879
2082ER,4.628024,52.41879
2082GA,4.629546,52.412166
2082GB,4.628681,52.415675
2082GC,4.628681,52.415675
2082GD,4.628681,52.415675
2082GE,4.628681,52.415675
2082GG,4.629546,52.412166
2082GH,4.628681,52.415675
2082GJ,4.628681,52.415675
2082GK,4.628681,52.415675
2082GL,4.628681,52.415675
2082GM,4.628068,52.416759
2082GN,4.628068,52.416759
2082GP,4.628951,52.415991
2082GR,4.629901,52.415181
2082GS,4.629901,52.415181
2082GT,4.628828,52.412897
2082GV,4.628828,52.412897
2082GW,4.631118,52.413438
2082GX,4.631118,52.413438
2082HA,4.632427,52.427014
