5628XD,5.477967,51.484141
5628XE,5.478055,51.47968
5628XG,5.478055,51.47968
5628XH,5.477967,51.484141
5628XJ,5.478229,51.479839
5628ZA,5.485113,51.483036
5628ZB,5.485113,51.483036
5628ZC,5.485113,51.483036
5628ZD,5.485113,51.483036
5628ZE,5.484358,51.483942
5628ZG,5.484358,51.483942
5628ZH,5.483575,51.483802
5628ZJ,5.483575,51.483802
5628ZK,5.483575,51.483802
5628ZL,5.478854,51.483793
5628ZM,5.478854,51.483793
5628ZN,5.478854,51.483793
5628ZP,5.484605,51.48406
5628ZR,5.477149,51.484108
5628ZS,5.470745,51.48418
5628ZT,5.470745,51.48418
5628ZV,5.475397,51.483118
5628ZW,5.475397,51.483118
5629BA,5.476815,51.484738
5629BH,5.485948,51.487731
5629BJ,5.468706,51.490604
5629CC,5.454875,51.491008
5629CG,5.463062,51.493119
5629CH,5.457714,51.492375
5629GA,5.469805,51.484063
5629GB,5.463611,51.483896
5629GC,5.456325,51.482974
5629GD,5.462998,51.484357
5629GE,5.462272,51.486303
5629GG,5.460877,51.48453
5629GH,5.463004,51.486749
5629GJ,5.463004,51.486749
5629GK,5.463004,51.486749
5629GL,5.464994,51.484747
5629GM,5.464923,51.485366
5629GN,5.462821,51.484981
5629GP,5.463285,51.487382
5629GR,5.463285,51.487382
5629GS,5.463285,51.487382
5629GT,5.463285,51.487382
5629GV,5.456724,51.484691
5629GW,5.456724,51.484691
5629GX,5.458174,51.484587
5629GZ,5.463151,51.485793
5629HA,5.463833,51.486972
5629HB,5.461323,51.486218
5629HC,5.458431,51.485186
5629HD,5.458786,51.48726
5629HE,5.462736,51.487785
5629HG,5.462736,51.487785
5629HH,5.466614,51.487077
5629HJ,5.466614,51.487077
5629HM,5.467619,51.485179
5629HN,5.467619,51.485179
5629HP,5.468008,51.486409
5629HR,5.468833,51.484912
5629HS,5.468131,51.485515
5629JA,5.483381,51.487674
5629JB,5.483381,51.487674
5629JX,5.483381,51.487674
5629JZ,5.483381,51.487674
5629KA,5.484342,51.485037
5629KB,5.484265,51.485782
5629KC,5.482922,51.486791
5629KD,5.482666,51.486321
5629KE,5.485475,51.486604
5629KG,5.481735,51.487123
5629KH,5.484668,51.489156
5629KJ,5.483136,51.487245
5629KK,5.483136,51.487245
5629KL,5.478427,51.485928
5629KM,5.483096,51.485031
5629KN,5.477746,51.485445
5629KP,5.477746,51.485445
5629KR,5.480062,51.488412
5629KS,5.483855,51.488168
5629KT,5.484468,51.488285
5629KV,5.484033,51.489217
5629KW,5.481644,51.488402
5629KX,5.481644,51.488402
5629KZ,5.4776,51.4887
5629LA,5.482368,51.487693
5629LB,5.480512,51.487886
5629LC,5.479388,51.48801
5629LD,5.479231,51.489604
5629LH,5.478499,51.487972
5629MA,5.471469,51.486912
5629MB,5.472853,51.485845
5629MC,5.47785,51.487771
5629MD,5.47259,51.487583
5629ME,5.478381,51.486374
5629MG,5.4762,51.4869
5629MH,5.477277,51.487365
5629MJ,5.472291,51.485078
5629MK,5.476522,51.487227
5629ML,5.471219,51.484516
5629MN,5.470266,51.486059
5629MP,5.474093,51.487465
5629MR,5.475349,51.487719
5629MS,5.471337,51.486528
5629MT,5.476768,51.486657
5629MV,5.470914,51.486747
5629NA,5.481249,51.490596
5629NB,5.479668,51.491978
5629NC,5.473243,51.488588
5629ND,5.473243,51.488588
5629NE,5.478154,51.489711
5629NG,5.477499,51.490053
5629NH,5.477105,51.49059
5629NJ,5.477902,51.491544
5629NK,5.477179,51.491082
5629NL,5.476568,51.489259
5629NM,5.474564,51.490331
5629NN,5.474854,51.488977
5629NP,5.473248,51.489419
5629NR,5.474978,51.489301
5629NS,5.473141,51.490374
5629NT,5.473243,51.488588
5629NV,5.473243,51.488588
