2725BG,4.499461,52.07158
2725BL,4.499461,52.07158
2725BM,4.498414,52.076077
2725BN,4.495069,52.075394
2725BR,4.498414,52.076077
2725BS,4.494394,52.075779
2725BT,4.49692,52.077834
2725BV,4.498324,52.078511
2725BW,4.49692,52.077834
2725BX,4.498623,52.079207
2725BZ,4.498623,52.079207
2725CA,4.498422,52.073351
2725CB,4.498422,52.073351
2725CC,4.5014,52.0742
2725CD,4.497893,52.072976
2725CE,4.498816,52.072545
2725CH,4.499082,52.072245
2725CJ,4.499862,52.071906
2725CK,4.499862,52.071906
2725CL,4.500961,52.071935
2725CM,4.500917,52.072402
2725CN,4.500917,52.072402
2725CR,4.50137,52.073612
2725CS,4.50137,52.073612
2725CT,4.50137,52.073612
2725CV,4.50137,52.073612
2725CW,4.50137,52.073612
2725CX,4.50137,52.073612
2725CZ,4.50137,52.073612
2725DA,4.501281,52.072373
2725DB,4.502106,52.073336
2725DC,4.500984,52.072988
2725DE,4.502902,52.073864
2725DG,4.502902,52.073864
2725DH,4.502902,52.073864
2725DJ,4.502902,52.073864
2725DL,4.503026,52.071975
2725DM,4.503436,52.072728
2725DN,4.502965,52.074195
2725DP,4.502965,52.074195
2725DS,4.502268,52.074599
2725DT,4.502268,52.074599
2725DV,4.501896,52.074196
2725DW,4.502223,52.074349
2725DZ,4.496314,52.071983
2725EA,4.495152,52.072236
2725EB,4.496314,52.071983
2725EC,4.496314,52.071983
2725ED,4.496314,52.071983
2725EE,4.496314,52.071983
2725EG,4.496314,52.071983
2725EH,4.496314,52.071983
2725EJ,4.496314,52.071983
2725EK,4.496314,52.071983
2725EL,4.498546,52.073905
2725EM,4.498546,52.073905
2725EN,4.499823,52.073936
2725EP,4.499823,52.073936
2725ER,4.499823,52.073936
2725ES,4.499717,52.075959
2725ET,4.499717,52.075959
2725EV,4.500576,52.075027
2725EW,4.500576,52.075027
2725EX,4.501064,52.076477
2725EZ,4.501064,52.076477
2725GA,4.504651,52.076968
2725GB,4.504651,52.076968
2725GC,4.504651,52.076968
2725GD,4.505196,52.075652
2725GE,4.505196,52.075652
2725GG,4.505196,52.075652
2725GH,4.503617,52.075991
2725GJ,4.50639,52.077087
2725GK,4.50639,52.077087
2725GL,4.50639,52.077087
2725GM,4.503136,52.076218
2725GN,4.502802,52.076674
2725GP,4.502802,52.076674
2725GR,4.507644,52.077597
2725GT,4.507644,52.077597
2725GV,4.503496,52.07736
2725GW,4.499417,52.077115
2725GX,4.499417,52.077115
2725GZ,4.499417,52.077115
2725HC,4.49662,52.074591
2725HH,4.498623,52.079207
2725HJ,4.498623,52.079207
2725HK,4.493614,52.073394
2725KA,4.506191,52.089949
2725KL,4.502802,52.076674
2725KM,4.502707,52.07601
2725KR,4.501132,52.0785
2725KS,4.501132,52.0785
2725KT,4.502558,52.078064
2725KW,4.50392,52.077601
2725KX,4.50392,52.077601
2725KZ,4.504761,52.079791
2725NA,4.500856,52.070079
2725NG,4.495803,52.070652
2725NH,4.497218,52.070897
2725NJ,4.496324,52.070064
2725NK,4.496324,52.070064
2725NL,4.497438,52.070083
2725NM,4.497438,52.070083
2725NN,4.49848,52.070596
2725NP,4.49848,52.070596
2725NR,4.499797,52.070319
2725NS,4.497972,52.069269
2725NT,4.496289,52.069347
2725NV,4.494567,52.069258
2725NW,4.494567,52.069258
2725NX,4.49547,52.068504
2725NZ,4.49547,52.068504
2725PD,4.49318,52.069964
2725PE,4.49318,52.069964
2725PG,4.493467,52.069105
2725PH,4.493349,52.069896
2725PJ,4.493349,52.069896
2725PK,4.494169,52.070133
2725PL,4.494169,52.070133
2725PM,4.494988,52.070318
2725PN,4.494988,52.070318
2725PP,4.494422,52.069362
2725PR,4.494988,52.070318
2725PS,4.494441,52.068823
2725PT,4.494422,52.069362
2725PV,4.494422,52.069362
2725PW,4.494422,52.069362
2725PX,4.494422,52.069362
2725PZ,4.494422,52.069362
2726AC,4.486741,52.064367
2726AD,4.485964,52.065015
2726AE,4.485964,52.065015
2726AG,4.485964,52.065015
2726AH,4.485964,52.065015
2726AJ,4.485964,52.065015
2726AK,4.485964,52.065015
2726AL,4.485964,52.065015
2726AM,4.485964,52.065015
2726AN,4.485964,52.065015
2726AP,4.486902,52.064873
2726AR,4.486902,52.064873
2726AS,4.486902,52.064873
2726AT,4.486902,52.064873
2726AV,4.486902,52.064873
2726AW,4.486902,52.064873
2726AX,4.486902,52.064873
2726AZ,4.486902,52.064873
2726BA,4.486902,52.064873
2726BB,4.487208,52.064747
2726BC,4.487208,52.064747
2726BD,4.487208,52.064747
2726BE,4.487208,52.064747
2726BG,4.487208,52.064747
2726BH,4.485601,52.067275
2726BJ,4.485601,52.067275
2726BK,4.485601,52.067275
2726BL,4.486407,52.065962
2726BM,4.485889,52.067111
2726BN,4.485889,52.067111
2726BP,4.486668,52.066838
2726BR,4.486042,52.067307
2726BS,4.485239,52.067826
2726BT,4.485043,52.067513
2726BV,4.485043,52.067513
2726BW,4.483583,52.067015
2726BX,4.484381,52.068096
2726BZ,4.483105,52.068267
2726CA,4.484243,52.068377
2726CB,4.484243,52.068377
2726CC,4.484243,52.068377
2726CD,4.482237,52.067762
2726CE,4.481839,52.067286
2726CG,4.482887,52.067589
2726CH,4.481839,52.067286
2726CJ,4.481839,52.067286
2726CK,4.480873,52.066865
2726CL,4.480873,52.066865
2726CM,4.479712,52.06499
2726CN,4.479712,52.06499
2726CP,4.479712,52.06499
2726CR,4.479712,52.06499
2726CS,4.479712,52.06499
2726CT,4.479712,52.06499
2726CV,4.480661,52.065606
2726CW,4.480661,52.065606
2726CX,4.480661,52.065606
2726CZ,4.480661,52.065606
2726DA,4.484634,52.068572
2726DB,4.480634,52.066
2726DM,4.480797,52.065374
2726DN,4.481828,52.064424
2726DP,4.481828,52.064424
2726DR,4.481828,52.064424
2726DS,4.481828,52.064424
2726DT,4.481828,52.064424
2726DV,4.482345,52.065129
2726DX,4.484783,52.065879
2726DZ,4.484783,52.065879
2726EA,4.484783,52.065879
2726EB,4.484783,52.065879
2726EC,4.48405,52.064348
2726JA,4.490846,52.06427
2726JB,4.490846,52.06427
2726JC,4.492328,52.064816
2726JD,4.492328,52.064816
2726JE,4.492328,52.064816
2726JG,4.492328,52.064816
2726JH,4.492328,52.064816
2726JJ,4.49745,52.065934
2726JL,4.497766,52.066407
2726JM,4.498526,52.065894
2726JN,4.497012,52.066868
2726JP,4.499128,52.066521
2726JR,4.496482,52.06607
2726JT,4.496482,52.06607
2726JV,4.496482,52.06607
2726JW,4.496482,52.06607
2726JX,4.496482,52.06607
2726JZ,4.495216,52.066201
2726KA,4.494509,52.065483
2726KB,4.49311,52.065526
2726KC,4.49311,52.065526
2726KD,4.492261,52.066309
2726KE,4.492261,52.066309
2726KG,4.491479,52.066061
2726KH,4.493193,52.067265
2726KJ,4.493193,52.067265
2726KK,4.493193,52.067265
2726KL,4.494292,52.066936
2726KM,4.494292,52.066936
2726KN,4.494755,52.067597
2726KR,4.493797,52.067739
2726KS,4.493797,52.067739
2726KT,4.493797,52.067739
2726KZ,4.493313,52.066544
2726LA,4.492744,52.066894
2726LB,4.492744,52.066894
2726LC,4.490677,52.06581
2726RN,4.486154,52.069432
2726RP,4.486458,52.070385
2726RR,4.486458,52.070385
2726RS,4.486458,52.070385
2726RT,4.486458,52.070385
2726RV,4.486458,52.070385
2726RW,4.486458,52.070385
2726RX,4.488068,52.072511
2726RZ,4.488068,52.072511
2726SB,4.488068,52.072511
2726SC,4.487759,52.070535
2726SE,4.488068,52.072511
2726SG,4.488068,52.072511
2726SH,4.488068,52.072511
2726SJ,4.488649,52.071225
2726SK,4.488649,52.071225
2726SL,4.487376,52.071692
2726SM,4.487376,52.071692
2726SN,4.485713,52.072159
2726SP,4.485713,52.072159
2726SR,4.485713,52.072159
2726ST,4.485713,52.072159
2726SV,4.485713,52.072159
2726SW,4.486992,52.072635
2726SX,4.486992,52.072635
2726SZ,4.486992,52.072635
2726TA,4.488627,52.073017
2726TB,4.488627,52.073017
2726TC,4.489257,52.072469
2726TD,4.489257,52.072469
2726TE,4.489991,52.072066
2726TG,4.489991,52.072066
2726TH,4.489692,52.071551
2726TJ,4.488211,52.070436
2726TK,4.492626,52.071461
2726TL,4.492626,52.071461
2726TM,4.492626,52.071461
2726TN,4.492626,52.071461
2726TP,4.492452,52.071874
2726TR,4.492452,52.071874
2726TS,4.491086,52.070872
2726TT,4.491086,52.070872
2726TV,4.490311,52.070543
2726TW,4.490311,52.070543
2726TX,4.488334,52.069983
2726TZ,4.488334,52.069983
2726VA,4.488334,52.069983
2726VB,4.490883,52.068925
2726VC,4.488542,52.06931
2726VD,4.490883,52.068925
2726VE,4.490883,52.068925
2726VG,4.488542,52.06931
2726VH,4.488542,52.06931
2726VJ,4.492965,52.071298
2726VK,4.492754,52.070972
2726VL,4.492754,52.070972
2726VM,4.488745,52.070308
2726VN,4.492965,52.071298
2726VP,4.493516,52.071996
2726VT,4.491631,52.070932
2726VV,4.491631,52.070932
2726VW,4.492928,52.070605
2726VX,4.492928,52.070605
2726VZ,4.493389,52.071121
2726ZZ,4.486962,52.067451
2727AA,4.505039,52.070074
2727AB,4.507935,52.069702
2727AC,4.507935,52.069702
2727AD,4.506152,52.070342
2727AE,4.506152,52.070342
2727AG,4.507559,52.070353
2727AH,4.507559,52.070353
2727AJ,4.509018,52.069508
2727AK,4.510044,52.069433
2727AL,4.50793,52.070887
2727AM,4.50793,52.070887
2727AN,4.50793,52.070887
2727AP,4.5068,52.071347
2727AR,4.5068,52.071347
2727AS,4.507707,52.071919
2727AT,4.507707,52.071919
2727AV,4.507917,52.07155
2727AW,4.507917,52.07155
2727AX,4.507903,52.072591
2727AZ,4.507903,52.072591
2727BA,4.508054,52.073088
2727BB,4.508054,52.073088
2727BC,4.508054,52.073088
2727BD,4.508054,52.073088
2727BE,4.508054,52.073088
2727BG,4.508054,52.073088
2727BH,4.509162,52.071467
2727BJ,4.509162,52.071467
2727BK,4.509162,52.071467
2727BL,4.513291,52.070516
2727BM,4.513291,52.070516
2727BN,4.509162,52.071467
2727BP,4.509162,52.071467
2727BR,4.509162,52.071467
2727BS,4.509162,52.071467
2727BT,4.509503,52.070899
2727BV,4.509106,52.07034
2727BW,4.509106,52.07034
2727BX,4.511449,52.070424
2727BZ,4.511449,52.070424
2727CA,4.509359,52.072925
