6935,-31.9,115.9667,WA,GUILDFORD
6936,-31.8833,115.9667,WA,MIDLAND DC
6937,-31.8833,115.8333,WA,TUART HILL
6938,-31.8833,115.8333,WA,TUART HILL
6939,-31.8833,115.8333,WA,TUART HILL
6940,-31.8833,115.8333,WA,TUART HILL
6941,-34.0667,116.6333,WA,MIRRABOOKA
6942,-31.9,115.9333,WA,BASSENDEAN DC
6943,-31.8833,115.9,WA,MORLEY
6944,-31.85,115.9,WA,MALAGA
6945,-31.85,115.9,WA,MALAGA DC
6946,-31.7333,115.8,WA,WANNEROO
6947,-31.7833,115.8166,WA,WANGARA DC
6951,-31.9667,115.85,WA,SOUTH PERTH
6952,-32,115.85,WA,COMO
6953,-32,115.8333,WA,APPLECROSS
6954,-32.0333,115.8167,WA,BOORAGOON
6955,-32.05,115.8833,WA,WILLETTON
6956,-32.0333,115.8,WA,MELVILLE
6957,-32.0333,115.7833,WA,PALMYRA
6958,-32.2667,115.7167,WA,ROYAL AUSTRALIAN NAVY WARSHIPS
6959,-32.05,115.7333,WA,FREMANTLE
6960,-32.0333,115.8,WA,MYAREE BC
6961,-32.0333,115.7833,WA,PALMYRA DC
6963,-32.0667,115.7667,WA,HAMILTON HILL
6964,-32.15,115.8333,WA,SUCCESS
6965,-32.0833,115.8166,WA,BIBRA LAKE DC
6966,-32.2333,115.8,WA,KWINANA
6967,-32.2667,115.7167,WA,ROCKINGHAM DC
6968,-32.2667,115.7167,WA,ROCKINGHAM
6969,-32.2667,115.7167,WA,ROCKINGHAM BEACH
6970,-32.0167,115.9,WA,CANNING VALE DC
6979,-31.9667,115.8833,WA,VICTORIA PARK
6980,-32.0167,115.9333,WA,CANNINGTON
6981,-31.9833,115.9,WA,EAST VICTORIA PARK
6982,-32,115.9167,WA,BENTLEY
6983,-32,115.9167,WA,BENTLEY DC
6984,-31.9333,115.9167,WA,BELMONT
6985,-33.85,116.5167,WA,CLOVERDALE
6986,-31.9333,115.9167,WA,WELSHPOOL DC
6987,-32.0167,115.9333,WA,CANNINGTON
6988,-32.05,115.95,WA,THORNLIE
